genres,app_name,specs,price,early_access,sentiment,metascore,year,genres_encoded
Action,Mushihimesama,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Overwhelmingly Positive,86.0,2015,0
Strategy,Impossible Creatures Steam Edition,"['Single-player', 'Multi-player', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",9.99,False,Overwhelmingly Positive,72.0,2003,10
RPG,Fallout 4,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",29.99,False,Mixed,84.0,2015,6
Indie,Mini Metro,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Overwhelmingly Positive,77.0,2015,4
Action,Clandestine,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Mostly Positive,69.0,2015,0
Action,Conflicks - Revolutionary Space Battles,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",6.99,False,Very Positive,63.0,2015,0
Adventure,PONCHO,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Mostly Positive,62.0,2015,1
RPG,Fallout: A Post Nuclear Role Playing Game,"['Single-player', 'Steam Cloud']",9.99,False,Very Positive,89.0,1997,6
Indie,Cibele,"['Single-player', 'Captions available']",8.99,False,Mixed,71.0,2015,4
Indie,Albert and Otto,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,Mixed,69.0,2015,4
Action,GALAK-Z,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",19.99,False,Mostly Positive,78.0,2015,0
Action,Pathologic Classic HD,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",12.99,False,Very Positive,76.0,2015,0
RPG,The Legend of Heroes: Trails in the Sky SC,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",29.99,False,Overwhelmingly Positive,80.0,2015,6
Action,Warhammer: End Times - Vermintide,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",29.99,False,Very Positive,79.0,2015,0
Indie,Chaos Reborn,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,False,Mostly Positive,85.0,2015,4
Action,System Shock: Enhanced Edition,"['Single-player', 'Steam Trading Cards']",9.99,False,Very Positive,85.0,2015,0
Adventure,DISTRAINT: Deluxe Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",4.99,False,Overwhelmingly Positive,76.0,2015,1
Adventure,Pulse,"['Single-player', 'Full controller support', 'Steam Cloud']",14.99,False,Mixed,57.0,2015,1
Action,Ceres,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Mixed,74.0,2015,0
Indie,Rogue State,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Leaderboards']",12.99,False,Mostly Positive,66.0,2015,4
Casual,Human Resource Machine,"['Single-player', 'Steam Achievements']",9.99,False,Very Positive,78.0,2015,2
Indie,Planetbase,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",19.99,False,Mostly Positive,70.0,2015,4
Indie,The Age of Decadence,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",29.99,False,Very Positive,81.0,2015,4
Action,Animal Gods,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",9.99,False,4 user reviews,50.0,2015,0
Action,Bedlam,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Stats']",12.99,False,Mixed,54.0,2015,0
Action,Beyond Sol,"['Single-player', 'Multi-player', 'Steam Achievements']",9.99,False,Very Positive,83.0,2015,0
Racing,WRC 5 FIA World Rally Championship,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",39.99,False,Mixed,65.0,2015,7
Strategy,Sid Meier's Civilization: Beyond Earth - Rising Tide,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",29.99,False,Very Positive,79.0,2015,10
Action,SKYHILL,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Mostly Positive,63.0,2015,0
Action,Ninja Pizza Girl,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",6.99,False,Very Positive,82.0,2015,0
Adventure,Lost Horizon 2,"['Single-player', 'Full controller support', 'Steam Trading Cards']",14.99,False,Mixed,58.0,2015,1
Action,Pixel Galaxy,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,False,Positive,68.0,2015,0
Indie,The Escapists: The Walking Dead,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",17.99,False,Mixed,66.0,2015,4
Simulation,Grand Ages: Medieval,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",19.99,False,Mixed,63.0,2015,8
Indie,Concrete Jungle,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",12.99,False,Very Positive,76.0,2015,4
Action,A Fistful of Gun,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",12.99,False,Mixed,60.0,2015,0
Adventure,Journey To The Center Of The Earth,"['Single-player', 'Full controller support', 'Steam Trading Cards']",3.99,False,2 user reviews,65.0,2015,1
Action,Stairs,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",12.99,False,Mostly Positive,65.0,2015,0
Adventure,80 Days,"['Single-player', 'Steam Achievements']",9.99,False,Very Positive,84.0,2015,1
Adventure,Else Heart.Break(),['Single-player'],24.99,False,Very Positive,79.0,2015,1
Action,Penarium,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Positive,80.0,2015,0
Sports,Blood Bowl 2,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",19.99,False,Mostly Positive,76.0,2015,9
Action,Extreme Exorcism,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",12.99,False,Positive,75.0,2015,0
Action,Skyshine's BEDLAM,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",19.99,False,Mixed,67.0,2015,0
Action,Lovers in a Dangerous Spacetime,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Overwhelmingly Positive,80.0,2015,0
Action,Cross of the Dutchman,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",8.99,False,Mostly Positive,59.0,2015,0
Action,"Warhammer 40,000: Regicide","['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",14.99,False,Mostly Positive,72.0,2015,0
Action,Circa Infinity,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats']",4.99,False,Very Positive,80.0,2015,0
Strategy,Act of Aggression - Reboot Edition,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,Mixed,71.0,2015,10
Strategy,Company of Heroes 2 - The British Forces,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats']",12.99,False,1 user reviews,80.0,2015,10
Adventure,Lumini,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",12.99,False,Positive,69.0,2015,1
Simulation,Bowl Bound College Football,['Single-player'],19.99,False,Mixed,80.0,2015,8
Action,Rampage Knights,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",11.99,False,Very Positive,80.0,2015,0
Casual,Zoo Empire,['Single-player'],6.99,False,Positive,59.0,2004,2
Action,Wars and Warriors: Joan of Arc,['Single-player'],6.99,False,Very Positive,60.0,2004,0
Casual,Marine Park Empire,['Single-player'],6.99,False,Positive,58.0,2004,2
Adventure,Armello,"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Valve Anti-Cheat enabled']",19.99,False,Very Positive,75.0,2015,1
Adventure,STASIS,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",19.99,False,Mostly Positive,79.0,2015,1
Action,Satellite Reign,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",29.99,False,Mostly Positive,75.0,2015,0
RPG,Grandia® II Anniversary Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Very Positive,80.0,2015,6
Action,Mega Man Legacy Collection / ロックマン クラシックス コレクション,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Mostly Positive,85.0,2015,0
Action,Nova-111,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",8.99,False,Mostly Positive,68.0,2015,0
Action,Party Hard,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",12.89,False,Very Positive,64.0,2015,0
Simulation,Crookz - The Big Heist,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,74.0,2015,8
Adventure,Shadowrun: Hong Kong - Extended Edition,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",19.99,False,Very Positive,81.0,2015,1
Action,The Flock,"['Multi-player', 'Full controller support']",16.99,False,Mixed,36.0,2015,0
Indie,In Between,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",11.99,False,Very Positive,68.0,2015,4
Action,Volume,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",19.99,False,Very Positive,80.0,2015,0
Adventure,Beyond Eyes,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",14.99,False,Mostly Positive,60.0,2015,1
Adventure,Dream,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",8.99,False,Mixed,59.0,2015,1
Action,PixelJunk™ Nom Nom Galaxy,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,False,Mostly Positive,68.0,2015,0
Action,Legend of Kay Anniversary,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Mostly Positive,64.0,2015,0
Action,The Swindle,"['Single-player', 'Steam Achievements', 'Full controller support']",14.99,False,Mixed,70.0,2015,0
Action,Galacide,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",6.99,False,Mostly Positive,76.0,2015,0
Action,Kyn,"['Single-player', 'Steam Achievements']",19.99,False,Mixed,58.0,2015,0
Adventure,Blues and Bullets,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,Mixed,73.0,2015,1
Action,Way of the Samurai 4,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",24.99,False,Mostly Positive,72.0,2015,0
Action,Zenzizenzic,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",9.99,False,Very Positive,85.0,2015,0
Action,The Talos Principle: Road To Gehenna,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud']",14.99,False,Very Positive,82.0,2015,0
Adventure,Niko: Through The Dream,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Very Positive,74.0,2015,1
Indie,Guild of Dungeoneering,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Mostly Positive,72.0,2015,4
Adventure,AR-K: The Great Escape,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",7.99,False,Very Positive,78.0,2015,1
Action,Luckslinger,"['Single-player', 'Steam Achievements', 'Full controller support']",9.99,False,Mostly Positive,76.0,2015,0
Strategy,Legions of Steel,"['Single-player', 'Multi-player', 'Steam Achievements']",19.99,False,Mixed,64.0,2015,10
Action,Gunpowder,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",1.99,False,Positive,76.0,2015,0
Action,The Magic Circle,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Very Positive,79.0,2015,0
Action,The Red Solstice,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,Mostly Positive,74.0,2015,0
Action,Traverser,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Mostly Positive,61.0,2015,0
Strategy,Ground Control Anthology,"['Single-player', 'Multi-player', 'Co-op']",4.99,False,Positive,86.0,2000,10
Strategy,Ground Control II: Operation Exodus,"['Single-player', 'Multi-player', 'Co-op']",4.99,False,Very Positive,80.0,2004,10
Action,RONIN,"['Single-player', 'Steam Achievements', 'Full controller support']",12.99,False,Mostly Positive,70.0,2015,0
Adventure,Divide By Sheep,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,False,Very Positive,83.0,2015,1
Adventure,Legends of Eisenwald,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",19.99,False,Mostly Positive,71.0,2015,1
Action,Vector Thrust,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",24.99,False,Mixed,57.0,2015,0
Indie,Lethis - Path of Progress,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Mostly Positive,65.0,2015,4
Action,Mighty Switch Force! Hyper Drive Edition,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,85.0,2015,0
Adventure,Her Story,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",5.99,False,Very Positive,86.0,2015,1
Adventure,Kholat,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Mostly Positive,64.0,2015,1
Indie,Frozen Cortex - Ultimate Tier DLC,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",34.99,False,,79.0,2015,4
Indie,Frozen Cortex - Mega Tier DLC,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",16.99,False,,79.0,2015,4
Indie,Frozen Cortex - Soundtrack DLC,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",10.99,False,,79.0,2015,4
Adventure,Sylvio,"['Single-player', 'Steam Achievements', 'Full controller support']",12.99,False,Very Positive,60.0,2015,1
Action,Adventures of Pip,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",14.99,False,Very Positive,72.0,2015,0
Adventure,Star Hammer: The Vanguard Prophecy,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Mostly Positive,69.0,2015,1
Indie,Rebuild 3: Gangs of Deadsville,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",14.99,False,Very Positive,75.0,2015,4
